recording_id,cutter_id,to_lane,to_lane_inferred,t0_frame,risk_thw,decision_lat_v_abs_max,decision_speed_delta_median_candidate,decision_candidate_ratio,decision_frames,decision_frames_with_cutter,candidate_frames_with_candidate,candidate_id_mode,candidate_mode_ratio,candidate_id_last,oracle_follower_id,match_mode,match_last,match_ratio
01,9,2,2,109,False,0.84,-8.320378315142754,0.4,50,50,20,17,1.0,17,17,True,True,1.0
01,11,1,1,164,False,1.15,-12.53964800579188,1.0,50,50,50,12,1.0,12,12,True,True,1.0
01,23,1,1,628,False,0.98,6.440951753534664,1.0,50,50,50,22,1.0,22,22,True,True,1.0
01,30,2,2,588,False,0.88,-3.59999261791447,0.58,50,50,29,32,1.0,32,32,True,True,1.0
01,48,1,1,1148,False,1.23,10.671818592875166,1.0,50,50,50,45,1.0,45,45,True,True,1.0
01,58,2,2,1367,False,0.7,1.3168705025824359,1.0,50,50,50,61,1.0,61,61,True,True,1.0
01,60,1,1,1413,False,0.84,0.0,0.0,50,50,0,0,0.0,0,77,False,False,0.0
01,79,2,2,1630,False,1.1,-9.050775386728525,0.54,50,50,27,84,1.0,84,84,True,True,1.0
01,93,2,2,1805,False,0.89,6.416963012109093,0.9,50,50,45,94,1.0,94,94,True,True,1.0
01,97,2,2,2001,False,0.88,9.76908079757497,1.0,50,50,50,98,1.0,98,98,True,True,1.0
01,99,2,2,2040,False,0.87,7.934281837744749,1.0,50,50,50,98,1.0,98,98,True,True,1.0
01,111,2,2,2242,False,1.05,11.063675335922332,1.0,50,50,50,112,1.0,112,112,True,True,1.0
01,116,1,1,2383,False,0.81,11.602094661690789,1.0,50,50,50,117,1.0,117,117,True,True,1.0
01,123,1,1,2665,False,0.65,6.884777130429363,0.20833333333333334,50,48,10,125,1.0,125,125,True,True,1.0
01,123,2,2,2793,False,0.95,0.7250670148712608,1.0,50,50,50,126,1.0,126,126,True,True,1.0
01,126,1,1,2834,True,1.22,4.6104054156702325,1.0,50,50,50,125,1.0,125,125,True,True,1.0
01,139,1,1,3197,False,0.76,8.895172608113988,1.0,50,50,50,138,1.0,138,138,True,True,1.0
01,142,2,2,3262,False,0.59,11.530325279144392,0.66,50,50,33,144,1.0,144,144,True,True,1.0
01,143,1,1,3400,False,1.12,6.270776833896813,1.0,50,50,50,141,1.0,141,141,True,True,1.0
01,147,2,2,3356,False,1.04,12.65112357364423,1.0,50,50,50,144,1.0,144,144,True,True,1.0
01,153,2,2,3429,False,0.97,0.0,0.0,50,50,0,0,0.0,0,160,False,False,0.0
01,165,1,1,3786,False,1.11,11.193693705778468,1.0,50,50,50,164,1.0,164,164,True,True,1.0
01,167,2,2,3841,True,0.94,8.558778699078184,1.0,50,50,50,166,1.0,166,166,True,True,1.0
01,168,1,1,3957,False,1.14,12.373555015783992,1.0,50,50,50,164,1.0,164,164,True,True,1.0
01,172,2,2,4022,False,0.9,9.491433635365114,1.0,50,50,50,170,1.0,170,170,True,True,1.0
01,188,2,2,4284,False,1.12,9.741806253184233,1.0,50,50,50,184,1.0,184,184,True,True,1.0
01,193,1,1,4217,True,1.09,8.664380865365999,0.9795918367346939,50,49,48,192,1.0,192,192,True,True,1.0
01,211,1,1,4779,False,0.91,9.044437835578256,1.0,50,50,50,207,1.0,207,207,True,True,1.0
01,213,1,1,4754,False,0.81,0.0,0.0,50,50,0,0,0.0,0,228,False,False,0.0
01,228,2,2,4918,False,0.79,3.020464272148722,1.0,50,50,50,229,1.0,229,229,True,True,1.0
01,261,2,2,5651,True,0.78,0.8272878804825403,1.0,50,50,50,262,1.0,262,262,True,True,1.0
01,274,2,2,5843,False,0.99,9.204231148763187,1.0,50,50,50,272,1.0,272,272,True,True,1.0
01,281,1,1,5972,False,0.99,11.27843772997901,1.0,50,50,50,280,1.0,280,280,True,True,1.0
01,284,1,1,6172,False,0.97,9.478908703845146,1.0,50,50,50,280,1.0,280,280,True,True,1.0
01,308,1,1,6313,True,0.8,-4.037606680367997,0.84,50,50,42,310,1.0,310,310,True,True,1.0
01,309,1,1,6531,False,1.73,3.9161211848715762,1.0,50,50,50,312,1.0,312,312,True,True,1.0
01,314,2,2,6541,False,1.13,-9.37209555488228,1.0,50,50,50,322,1.0,322,322,True,True,1.0
01,326,2,2,6845,False,1.01,0.7267506696035362,1.0,50,50,50,327,1.0,327,327,True,True,1.0
01,378,1,1,8004,False,0.8,8.829376126749127,1.0,50,50,50,376,1.0,376,376,True,True,1.0
01,391,2,2,8103,False,0.83,11.298914164237615,1.0,50,50,50,393,1.0,393,393,True,True,1.0
01,395,2,2,8190,True,1.11,10.42842549747369,1.0,50,50,50,393,1.0,393,393,True,True,1.0
01,429,1,1,8553,False,0.6,4.605136167572422,0.2558139534883721,50,43,11,431,1.0,431,431,True,True,1.0
01,447,1,1,9150,False,0.69,0.8334951253537213,1.0,50,50,50,456,1.0,456,456,True,True,1.0
01,455,1,1,9335,False,0.95,-6.320515314218355,1.0,50,50,50,460,1.0,460,460,True,True,1.0
01,456,2,2,9195,False,0.75,7.28708903161905,1.0,50,50,50,457,1.0,457,457,True,True,1.0
01,468,2,2,9630,False,0.79,4.397838347324296,1.0,50,50,50,471,0.64,473,473,False,True,0.36
01,471,1,1,9612,False,1.24,9.504824559799431,1.0,50,50,50,469,1.0,469,469,True,True,1.0
01,472,2,2,9635,False,1.03,-3.594672248264125,1.0,50,50,50,474,1.0,474,474,True,True,1.0
01,475,1,1,9647,False,0.72,8.237725631981338,0.44,50,50,22,478,1.0,478,478,True,True,1.0
01,482,2,2,10025,False,1.11,-4.290512819420313,1.0,50,50,50,488,1.0,488,488,True,True,1.0
01,484,2,2,9873,False,1.14,-4.204690780589605,1.0,50,50,50,488,1.0,488,488,True,True,1.0
01,497,2,2,10094,True,1.13,-0.4998256925124487,0.68,50,50,34,499,1.0,499,499,True,True,1.0
01,530,1,1,10674,False,0.93,10.642037513075131,0.58,50,50,29,532,1.0,532,532,True,True,1.0
01,531,1,1,10712,False,0.86,10.198176820933593,1.0,50,50,50,532,1.0,532,532,True,True,1.0
01,535,2,2,10905,False,0.78,10.878345966086737,1.0,50,50,50,533,1.0,533,533,True,True,1.0
01,539,1,1,10915,False,1.05,10.373764246058373,1.0,50,50,50,532,1.0,532,532,True,True,1.0
01,547,2,2,11061,True,1.07,-3.6482230910953515,1.0,50,50,50,552,1.0,552,552,True,True,1.0
01,550,2,2,11053,False,1.27,13.760591404753715,1.0,50,50,50,548,1.0,548,548,True,True,1.0
01,555,1,1,11272,False,0.71,-18.76241968654145,1.0,50,50,50,559,1.0,559,559,True,True,1.0
01,557,2,2,11311,False,0.62,-4.055570434370843,1.0,50,50,50,562,1.0,562,562,True,True,1.0
01,571,1,1,11833,False,0.95,12.392618280486857,1.0,50,50,50,570,1.0,570,570,True,True,1.0
01,574,2,2,11919,False,0.97,15.161091190408357,1.0,50,50,50,572,1.0,572,572,True,True,1.0
01,580,1,1,11973,False,0.8,11.776731768037665,1.0,50,50,50,578,1.0,578,578,True,True,1.0
01,641,2,2,13404,False,0.92,9.082789780646578,1.0,50,50,50,640,1.0,640,640,True,True,1.0
01,652,2,2,13743,False,0.84,0.26440917803001085,0.76,50,50,38,655,1.0,655,655,True,True,1.0
01,654,2,2,13864,False,1.01,6.225093417645432,1.0,50,50,50,651,1.0,651,651,True,True,1.0
01,665,1,1,14032,False,0.99,11.847923221507298,1.0,50,50,50,664,1.0,664,664,True,True,1.0
01,667,1,1,14258,False,0.67,-8.539196372787515,1.0,50,50,50,674,1.0,674,674,True,True,1.0
01,701,2,2,14899,False,0.55,-1.135534468281488,1.0,50,50,50,703,1.0,703,703,True,True,1.0
01,718,2,2,15235,False,0.61,0.274148537556421,1.0,50,50,50,719,1.0,719,719,True,True,1.0
01,726,1,1,15416,False,1.02,12.951631710514071,0.18,50,50,9,729,1.0,729,729,True,True,1.0
01,728,2,2,15601,False,1.21,8.82153409640349,1.0,50,50,50,725,1.0,725,725,True,True,1.0
01,731,1,1,15587,False,1.15,11.686850850548016,1.0,50,50,50,729,1.0,729,729,True,True,1.0
01,732,2,2,15574,False,0.72,-5.653705917285716,1.0,50,50,50,735,1.0,735,735,True,True,1.0
01,739,2,2,15885,True,1.39,3.9434094321773205,1.0,50,50,50,738,1.0,738,738,True,True,1.0
01,745,1,1,15949,False,1.02,8.40424495252407,1.0,50,50,50,744,1.0,744,744,True,True,1.0
01,778,1,1,16542,False,0.67,0.0,0.0,50,50,0,0,0.0,0,789,False,False,0.0
01,783,1,1,16517,False,0.94,7.731835217481315,1.0,50,50,50,782,1.0,782,782,True,True,1.0
01,789,2,2,16739,True,1.12,6.460546652986917,1.0,50,50,50,788,1.0,788,788,True,True,1.0
01,803,2,2,17106,False,0.73,5.860895840901875,1.0,50,50,50,802,1.0,802,802,True,True,1.0
01,814,1,1,17307,False,1.09,7.400538071939582,1.0,50,50,50,813,1.0,813,813,True,True,1.0
01,827,2,2,17571,False,0.77,8.913515702356046,1.0,50,50,50,828,1.0,828,828,True,True,1.0
01,835,1,1,17751,False,0.69,8.260743602851544,1.0,50,50,50,836,1.0,836,836,True,True,1.0
01,858,1,1,18283,True,0.61,-1.2457649105363373,1.0,50,50,50,859,1.0,859,859,True,True,1.0
01,860,2,2,18246,False,0.88,-2.149590898406281,0.03571428571428571,50,28,1,861,1.0,861,861,True,True,1.0
01,860,1,1,18420,False,1.09,10.00098314482918,1.0,50,50,50,855,1.0,855,855,True,True,1.0
01,865,2,2,18423,False,0.78,13.258416390686802,0.84,50,50,42,866,1.0,866,866,True,True,1.0
01,873,1,1,18840,False,1.05,-8.466901366300794,1.0,50,50,50,886,1.0,886,886,True,True,1.0
01,920,2,2,19657,False,0.79,5.330749030697797,1.0,50,50,50,919,1.0,919,919,True,True,1.0
01,926,1,1,19765,True,1.1,9.501017320608504,0.62,50,50,31,925,1.0,925,925,True,True,1.0
01,928,1,1,19942,False,1.09,9.000154157173291,1.0,50,50,50,925,1.0,925,925,True,True,1.0
01,929,1,1,19859,False,0.59,-1.7861372089095369,0.64,50,50,32,933,1.0,933,933,True,True,1.0
01,941,1,1,20159,True,0.96,11.772232603830727,0.6904761904761905,50,42,29,943,1.0,943,943,True,True,1.0
01,946,1,1,20419,False,1.17,8.926468846291918,1.0,50,50,50,943,1.0,943,943,True,True,1.0
01,949,2,2,20555,False,0.84,-2.991004965146761,1.0,50,50,50,951,1.0,951,951,True,True,1.0
01,966,2,2,20933,False,1.0,7.96544863206498,1.0,50,50,50,967,1.0,967,967,True,True,1.0
01,972,1,1,21014,False,0.68,0.0,0.0,50,39,0,0,0.0,0,975,False,False,0.0
01,977,2,2,21331,False,0.93,-5.099360451808689,1.0,50,50,50,985,1.0,985,985,True,True,1.0
01,988,1,1,21511,True,0.45,-1.5674665180527398,1.0,50,50,50,989,1.0,989,989,True,True,1.0
01,1012,2,2,21932,False,0.86,-4.846615941271388,0.26,50,50,13,1020,1.0,1020,1020,True,True,1.0
01,1026,2,2,22113,False,0.92,-8.56277739096546,0.13043478260869565,50,46,6,1030,1.0,1030,1030,True,True,1.0
01,1029,2,2,22285,False,0.94,-2.561565145925446,0.64,50,50,32,1036,1.0,1036,1036,True,True,1.0
01,1031,2,2,22435,False,1.13,-4.036738498384061,1.0,50,50,50,1036,1.0,1036,1036,True,True,1.0
02,5,2,2,65,False,0.82,8.376924888716527,1.0,50,50,50,2,1.0,2,2,True,True,1.0
02,12,2,2,348,False,0.8,-4.8608594905231115,1.0,50,50,50,16,1.0,16,16,True,True,1.0
02,13,2,2,234,False,0.61,0.0,0.0,50,42,0,0,0.0,0,15,False,False,0.0
02,24,1,1,616,False,0.7,8.825905789014318,1.0,50,50,50,23,1.0,23,23,True,True,1.0
02,94,2,2,1813,False,0.84,9.183000522828744,1.0,50,50,50,96,1.0,96,96,True,True,1.0
02,113,2,2,2342,False,1.06,-7.727776986602695,1.0,50,50,50,118,1.0,118,118,True,True,1.0
